DATUMVOLEB;OBVOD;CKAND;VSTRANA;JMENO;PRIJMENI;TITULPRED;TITULZA;VEK;POVOLANI;BYDLISTEN;BYDLISTEK;PSTRANA;NSTRANA;PLATNOST;HLASY_K1;PROC_K1;URIZ_PR_K1;ZVOLEN_K1;LOS_K1;HLASY_K2;PROC_K2;URIZ_PR_K2;ZVOLEN_K2;LOS_K2;NAZEV_VS
20021025;6;3;47;"Filip";"Celba";"RSDr. Ing.";"";58;"starosta obce";"Slabce";542415;47;47;"A";5795;24.22;24.22658862876254;2;0;15234;45.28;45.28402841770458;0;0;"Komunistická strana Èech a Moravy"
20021025;6;4;53;"Miloslav";"Pelc";"";"";57;"starosta mìsta";"Nové Strašecí";542164;53;53;"A";5964;24.93;24.93311036789297;2;0;18407;54.71;54.71597158229541;1;0;"Obèanská demokratická strana"
20021025;6;5;102;"Bohuslav";"Kuneš";"Ing.";"";59;"øeditel støed.školy";"atec";566985;102;102;"A";2598;10.86;10.86120401337792;0;0;0;0;0;0;0;"Unie svobody - Demokratická unie"
20021025;6;6;143;"František";"Povolnı";"Mgr.";"";52;"øeditel Muzea T.G.M.";"Rakovník";541656;13;143;"A";1282;5.35;5.35953177257525;0;0;0;0;0;0;0;"Evropští demokraté"
20021025;6;7;308;"Ladislav";"Pùlpán";"";"";56;"umìleckı øemeslník";"Praha 6";500178;99;128;"A";1806;7.55;7.55016722408026;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;9;1;53;"Zdenìk";"Prosek";"";"";51;"technik";"Plzeò";2;53;53;"A";6383;23.73;23.73303588027514;2;0;7921;25.97;25.97815748909514;0;0;"Obèanská demokratická strana"
20021025;9;2;47;"Jana";"Bystøická";"";"";52;"politická pracovnice";"Plzeò 7-Radèice";554766;47;47;"A";4991;18.55;18.55735266778211;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;9;3;7;"Jiøí";"Samek";"";"";71;"zástupce starosty";"Plzeò";2;7;7;"A";2892;10.75;10.75292805354155;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
20021025;9;4;102;"Richard";"Sequens";"MUDr.";"";46;"chirurg";"Plzeò";2;99;102;"A";12629;46.95;46.95668339840118;2;0;22570;74.02;74.02184251090485;1;0;"Unie svobody - Demokratická unie"
20021025;9;5;308;"Vladimír";"Vybíral";"Ing.";"";61;"elektrotechnik";"Plzeò";2;99;128;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;12;1;7;"Pavel";"Rychetskı";"JUDr.";"";59;"právník";"Praha 4";500119;7;7;"A";7918;29.2;29.20585740105492;2;0;19090;50.89;50.89580889410259;1;0;"Èeská strana sociálnì demokratická"
20021025;12;2;102;"Karel";"Schwarzenberg";"";"";64;"hospodáø";"Sıkoøice";542466;99;102;"A";6371;23.49;23.49968647412489;0;0;0;0;0;0;0;"Unie svobody - Demokratická unie"
20021025;12;3;129;"Zdenìk";"Prokopec";"Ing.";"";59;"pøednosta okr. úøadu";"Písek";549240;99;129;"A";2023;7.46;7.46191582752388;0;0;0;0;0;0;0;"Sdruení nezávislıch"
20021025;12;4;53;"Pavel";"Pavel";"Ing.";"";45;"místostarosta";"Strakonice";550787;53;53;"A";7488;27.61;27.61978532698904;2;0;18418;49.1;49.1041911058974;0;0;"Obèanská demokratická strana"
20021025;12;5;47;"Pavel";"Poláèek";"Ing.";"CSc.";64;"uèitel";"Praha 4 - Háje";999997;99;47;"A";3311;12.21;12.21275497030725;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;12;6;308;"Jan";"Pillmann";"MUDr.";"";40;"lékaø";"Domalice";553425;128;128;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;15;1;7;"Milan";"Štìch";"";"";48;"Pøedseda ÈMKOS";"Èeské Budìjovice";544256;7;7;"A";8622;37.1;37.10621449474952;2;0;20427;60.16;60.16257768091184;1;0;"Èeská strana sociálnì demokratická"
20021025;15;2;102;"Jaroslav";"Holík";"";"";60;"trenér";"Jihlava";586846;99;102;"A";4291;18.46;18.46703391289378;0;0;0;0;0;0;0;"Unie svobody - Demokratická unie"
20021025;15;3;53;"Jan";"Litomiskı";"";"";59;"úøedník";"Vyskytná";549142;53;53;"A";6269;26.97;26.97968669306248;2;0;13526;39.83;39.83742231908815;0;0;"Obèanská demokratická strana"
20021025;15;4;47;"Václav";"Štìpán";"";"";62;"uèitel";"Humpolec";547999;47;47;"A";4054;17.44;17.44706489929419;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;15;5;308;"Aleš";"Kubát";"";"";40;"prùvodce";"Praha 4";500119;99;128;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;18;1;308;"Dana";"Zaklová";"Ing.";"";43;"ekonomka";"Praha 4";500119;99;128;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;18;2;7;"Zdenìk";"Vojíø";"Ing.";"";65;"stav.inenır,senátor";"Pøíbram";539911;7;7;"A";5794;24.65;24.65951651344909;2;0;13671;44.32;44.32017117292355;0;0;"Èeská strana sociálnì demokratická"
20021025;18;3;53;"Jaromír";"Volnı";"Ing.";"";56;"pøednosta okr.úøadu";"Pøíbram";539911;53;53;"A";8334;35.46;35.46986721144024;2;0;17175;55.67;55.67982882707644;1;0;"Obèanská demokratická strana"
20021025;18;4;1;"Josef";"Vacek";"Mgr.";"";43;"starosta";"Pøíbram";539911;1;1;"A";3964;16.87;16.8709567585972;0;0;0;0;0;0;0;"Køesan.a demokrat.unie-Èeskosl.strana lidová"
20021025;18;5;47;"Antonín";"Bartoò";"Ing.";"";63;"politickı pracovník";"Pøíbram";539911;47;47;"A";5404;22.99;22.99965951651344;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;21;1;5;"Jaroslav";"Stanìk";"JUDr.Ing.";"CSc.";49;"soukromı podnikatel";"Praha";1;5;5;"A";1898;7.03;7.03093165401;0;0;0;0;0;0;0;"Strana zelenıch"
20021025;21;2;7;"Jan";"Obst";"JUDr.";"";50;"pøedseda ÈMFS";"Praha 5";500143;7;7;"A";3316;12.28;12.28375625115762;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
20021025;21;3;102;"Václav";"Krása";"";"";50;"poradce";"Praha";1;102;102;"A";6998;25.92;25.9233191331728;2;0;13724;43.79;43.79487506781121;0;0;"Unie svobody - Demokratická unie"
20021025;21;4;141;"Jan";"Kukaèka";"";"";58;"konstruktér,ekonom";"Praha 5";500143;28;141;"E";0;0;0;0;0;0;0;0;0;0;"Národní sjednocení"
20021025;21;5;53;"Miroslav";"Škaloud";"RNDr.";"";54;"starosta";"Praha 5";500143;53;53;"A";11342;42.01;42.01518799777736;2;0;17613;56.2;56.20512493218878;1;0;"Obèanská demokratická strana"
20021025;21;6;47;"Karel";"Janda";"Ing.";"";62;"podnikatel";"Praha 5";500143;47;47;"A";2398;8.88;8.88312650490831;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;21;7;308;"Edita";"Mariková";"Ing.";"";58;"ekonomka";"Praha 6";500178;99;128;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;21;8;104;"Jozef";"Wagner";"Mgr.";"";62;"ekonom,právník";"Praha 5";500143;104;104;"A";1043;3.86;3.86367845897388;0;0;0;0;0;0;0;"Obèanská koalice - Politickı klub"
20021025;24;1;53;"Josef";"Pavlata";"";"";53;"senátor";"Praha 9";500216;53;53;"A";8695;31.91;31.91177010313061;2;0;18664;56.52;56.52331920048455;1;0;"Obèanská demokratická strana"
20021025;24;2;274;"Jiøina";"Nováková";"RNDr.";"CSc.";56;"zástupce starosty";"Praha 9";500216;13;13;"A";1381;5.06;5.06844790252137;0;0;0;0;0;0;0;"Koalice ED, ODA"
20021025;24;3;7;"Josef";"Dobrı";"Ing.";"";65;"starosta";"Praha";1;7;7;"A";4535;16.64;16.64403420560061;2;0;14356;43.47;43.47668079951544;0;0;"Èeská strana sociálnì demokratická"
20021025;24;4;80;"František";"Vondráèek";"";"";50;"podnikatel";"Mratín";538515;99;80;"A";3335;12.23;12.23987961977465;0;0;0;0;0;0;0;"Nezávislí kandidáti"
20021025;24;5;129;"Martin";"Schulz";"";"";48;"novináø";"Praha";1;99;129;"A";2264;8.3;8.30917165192498;0;0;0;0;0;0;0;"Sdruení nezávislıch"
20021025;24;6;47;"Even";"Smrkovskı";"Ing.";"CSc.";58;"technolog";"Praha";1;99;47;"A";3136;11.5;11.50952398429184;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;24;7;102;"Sylva";"Rychtalíková";"JUDr.";"";42;"advokát";"Praha";1;102;102;"A";2391;8.77;8.77527801225823;0;0;0;0;0;0;0;"Unie svobody - Demokratická unie"
20021025;24;8;135;"Petr";"Fiala";"MUDr.Ing.";"";49;"lékaø,øeditel nemoc.";"Praha";1;135;135;"A";1510;5.54;5.54189452049766;0;0;0;0;0;0;0;"Nadìje"
20021025;24;9;308;"Otakar";"Haering";"";"";;"zahradník - podnikat";"Praha 4";500119;99;128;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;27;1;132;"John";"Bok";"";"";56;"ivnostník";"Praha 8";500208;99;132;"A";1274;4.55;4.55683525287931;0;0;0;0;0;0;0;"Aktiv nezávislıch obèanù"
20021025;27;2;2;"Jiøí";"Hanzlíèek";"RNDr.";"";64;"ekologickı poradce";"Praha 4";500119;99;2;"A";187;.66;.6688604335074;0;0;0;0;0;0;0;"Èeská strana národnì sociální"
20021025;27;3;98;"Petr";"Cibulka";"";"";51;"nezávislı novináø";"Praha 1";500054;98;98;"A";1782;6.37;6.37384648401173;0;0;0;0;0;0;0;"Pravı Blok"
20021025;27;4;129;"Jiøí";"Kotalík";"Doc.PhDr.";"CSc.";51;"rektor AVU,historik";"Praha 4";500119;99;129;"A";3105;11.1;11.10594463123256;0;0;0;0;0;0;0;"Sdruení nezávislıch"
20021025;27;5;7;"Irena";"Ondráèková";"Ing.";"";44;"ekonomka";"Praha 2";500089;7;7;"A";2758;9.86;9.86479719579369;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
20021025;27;6;133;"Martin";"Mejstøík";"";"";40;"publicista";"Praha 1";500054;99;133;"A";3651;13.05;13.05887402532369;2;0;18087;55.96;55.96225247524752;1;0;"Cesta zmìny"
20021025;27;7;1;"Noemi";"Zárubová-Pfeffermann";"Doc.Mgr.";"";52;"vysokoškol.pedagog";"Praha 1";500054;99;1;"A";2576;9.21;9.21382073109664;0;0;0;0;0;0;0;"Køesan.a demokrat.unie-Èeskosl.strana lidová"
20021025;27;8;308;"";"";"";"";;"";"";;;273;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;27;9;47;"Karel";"Sıs";"Ing.";"";56;"básník";"Praha 8";500208;47;47;"A";1984;7.09;7.09635882395021;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;27;10;101;"Eduard";"Katzer";"Ing.";"";54;"vydavatel";"Praha 6";500178;99;101;"A";40;.14;.14307175048286;0;0;0;0;0;0;0;"Strana venkova - spojené obèanské síly"
20021025;27;11;135;"Slavomil";"Hubálek";"PhDr.";"";55;"psycholog";"Praha 1";500054;135;135;"A";1348;4.82;4.82151799127262;0;0;0;0;0;0;0;"Nadìje"
20021025;27;12;53;"Petr";"Weiss";"Doc.PhDr.";"Ph.D.";48;"psycholog a sexuolog";"Praha 1";500054;53;53;"A";8370;29.93;29.93776378853995;2;0;14233;44.03;44.03774752475247;0;0;"Obèanská demokratická strana"
20021025;27;13;143;"Jiøí";"Tráva";"";"";41;"øeditel odboru";"Praha 4";500119;99;143;"A";883;3.15;3.15830889190929;0;0;0;0;0;0;0;"Evropští demokraté"
20021025;30;1;53;"Jindøich";"Sybera";"Ing.";"";44;"starosta mìs.Stochov";"Stochov";532860;53;53;"A";8591;33.75;33.75108038029386;2;0;16383;47.36;47.36887758052391;0;0;"Obèanská demokratická strana"
20021025;30;2;7;"Ladislav";"Svoboda";"MUDr.";"";63;"lékaø";"Kladno";532053;7;7;"A";7138;28.04;28.04274377308085;2;0;18203;52.63;52.63112241947608;1;0;"Èeská strana sociálnì demokratická"
20021025;30;3;47;"Jana";"Klasová";"RSDr.";"";56;"podnikatelka";"Slanı";532819;47;47;"A";5738;22.54;22.54262591341243;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;30;4;129;"Marie";"Bednáøová";"Ing.";"";59;"øeditelka o.p.s.";"Kladno";532053;99;129;"A";3987;15.66;15.66354993321285;0;0;0;0;0;0;0;"Sdruení nezávislıch"
20021025;30;5;308;"Radmila";"Egermajerová";"MUDr.";"";73;"lékaøka";"Plzeò";2;99;128;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;33;1;53;"Ladislav";"Gregor";"";"";42;"Manaer souk. firmy";"Dìèín";562335;53;53;"A";4363;19.57;19.57643469287028;0;0;0;0;0;0;0;"Obèanská demokratická strana"
20021025;33;2;7;"Anna";"Briestenská";"MUDr.";"";55;"Lékaø";"Dìèín";562335;99;7;"A";5759;25.84;25.84017588728855;2;0;11679;40.84;40.84423305588585;0;0;"Èeská strana sociálnì demokratická"
20021025;33;3;137;"Petr";"Hannig";"Mgr.";"";56;"Hudební vydavatel";"Praha";1;137;137;"A";489;2.19;2.19410418629694;0;0;0;0;0;0;0;"Strana zdravého rozumu"
20021025;33;4;1;"Jiøí";"Benedikt";"Ing.";"";44;"Pøednosta OKÚ Dìèín";"Varnsdorf";562882;99;1;"A";3068;13.76;13.76587248171579;0;0;0;0;0;0;0;"Køesan.a demokrat.unie-Èeskosl.strana lidová"
20021025;33;5;112;"Josef";"Zoser";"";"";53;"Starosta obce";"Jiøetín pod Jedlovou";562572;112;112;"A";4576;20.53;20.53214878628797;2;0;16915;59.15;59.15576694411414;1;0;"Hnutí nezávislıch za harmonickı rozvoj obcí a mìst"
20021025;33;6;47;"Vladimír";"Reiber";"Ing.";"";54;"Ekonom";"Varnsdorf";562882;47;47;"A";4032;18.09;18.09126396554044;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;36;1;129;"Bohuslav";"Rychtaøík";"";"";61;"starosta mìsta";"Strá pod Ralskem";562092;129;129;"A";2375;12.36;12.36528349039412;0;0;0;0;0;0;0;"Sdruení nezávislıch"
20021025;36;2;102;"Stanislav";"Ludvík";"";"";51;"pøedseda pøedst.";"Èeská Lípa";561380;102;102;"A";1304;6.78;6.7891914406206;0;0;0;0;0;0;0;"Unie svobody - Demokratická unie"
20021025;36;3;7;"Miroslav";"Coufal";"MUDr.";"";50;"lékaø";"Novı Bor";561860;7;7;"A";4945;25.74;25.74582183578903;2;0;11791;47.26;47.26609476469173;0;0;"Èeská strana sociálnì demokratická"
20021025;36;4;53;"Karel";"Tejnora";"MUDr.";"";47;"lékaø";"Èeská Lípa";561380;53;53;"A";6863;35.73;35.73176446087363;2;0;13155;52.73;52.73390523530826;1;0;"Obèanská demokratická strana"
20021025;36;5;308;"František";"Vozka";"Bc.";"";52;"sociální kurátor";"Seè";558311;99;128;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;36;6;47;"Václav";"Svatek";"Ing.";"";61;"uèitel";"Èeská Lípa";561380;47;47;"A";3720;19.36;19.36793877232259;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;39;1;102;"Tomáš";"Paducha";"JUDr.";"";48;"starosta mìsta";"Pec pod Snìkou";579581;102;102;"A";3260;13.66;13.66704397769672;0;0;0;0;0;0;0;"Unie svobody - Demokratická unie"
20021025;39;2;53;"Ivan";"Adamec";"Mgr.";"";42;"starosta mìsta";"Trutnov";579025;53;53;"A";10597;44.42;44.42627761707122;2;0;17854;57.05;57.05064706822176;1;0;"Obèanská demokratická strana"
20021025;39;3;47;"Petr";"Jandera";"";"";47;"podnikatel";"Mostek";579556;47;47;"A";4063;17.03;17.03349683477969;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;39;4;308;"Stanislav";"Veverka";"";"";58;"elektrotechnik";"Plzeò 1";545970;99;128;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;39;5;7;"Pavel";"Trpák";"MUDr.";"";44;"lékaø";"Trutnov";579025;7;7;"A";5933;24.87;24.87318157045235;2;0;13441;42.94;42.94935293177823;0;0;"Èeská strana sociálnì demokratická"
20021025;42;1;80;"Vladimír";"Jeník";"";"";53;"podnikatel";"Podìbrady";537683;99;80;"E";0;0;0;0;0;0;0;0;0;0;"Nezávislí kandidáti"
20021025;42;2;80;"Jiøí";"Otta";"Ing.";"";40;"starosta";"Velkı Osek";533840;99;80;"A";2764;11.22;11.22710101953775;0;0;0;0;0;0;0;"Nezávislí kandidáti"
20021025;42;3;47;"František";"Švarc";"";"";50;"vedoucí vıroby";"Radim";533629;47;47;"A";4363;17.72;17.72208456882895;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;42;4;129;"Zdenka";"Majerová";"";"";54;"starostka";"Kolín";533165;99;129;"A";3801;15.43;15.43929485356838;0;0;0;0;0;0;0;"Sdruení nezávislıch"
20021025;42;5;7;"Jan";"Rakušan";"MUDr.";"";55;"lékaø";"Kolín";533165;99;7;"A";6270;25.46;25.46813436776473;2;0;20498;60.91;60.9189253447456;1;0;"Èeská strana sociálnì demokratická"
20021025;42;6;102;"Jan";"Èernı";"MVDr.";"";43;"øeditel spoleènosti";"Kostelec nad È.Lesy";533416;102;102;"A";1704;6.92;6.92148340712457;0;0;0;0;0;0;0;"Unie svobody - Demokratická unie"
20021025;42;7;308;"Jan";"Svoboda";"Ing.";"";51;"technik";"Plzeò";2;99;128;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;42;8;53;"Vladislav";"Malát";"Doc.RNDr.";"CSc.";68;"senátor Parlam. ÈR";"Podìbrady";537683;53;53;"A";5717;23.22;23.22190178317559;2;0;13150;39.08;39.08107465525439;0;0;"Obèanská demokratická strana"
20021025;45;1;53;"Marta";"Pohnerová";"PaedDr.";"";62;"uèitelka";"Hradec Králové";569810;53;53;"A";6039;20.28;20.28415961305925;0;0;0;0;0;0;0;"Obèanská demokratická strana"
20021025;45;2;47;"Milan";"Špás";"";"";51;"politickı pracovník";"Káranice";570150;47;47;"A";4944;16.6;16.6062071745264;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;45;3;308;"Evenie";"Hovorková";"";"";66;"dùchodce";"Hradec Králové";569810;99;128;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;45;4;80;"Karel";"Barták";"Doc.MUDr.";"CSc.";60;"lékaø";"Hradec Králové";569810;99;80;"A";8269;27.77;27.77441891710331;2;0;20614;62.08;62.08849131050269;1;0;"Nezávislí kandidáti"
20021025;45;5;7;"Jaroslav";"Bartoš";"";"";53;"uèitel autoškoly";"Tøebechovice p.Oreb.";571041;7;7;"A";2948;9.9;9.90192126830579;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
20021025;45;6;101;"Stanislav";"Pecka";"";"";53;"pekaø";"Sobìtuchy";572276;99;101;"A";1083;3.63;3.63764611043933;0;0;0;0;0;0;0;"Strana venkova - spojené obèanské síly"
20021025;45;7;113;"Martin";"Dvoøák";"Ing.";"";45;"ekonomickı poradce";"Hradec Králové";569810;113;113;"A";6489;21.79;21.7956469165659;2;0;12587;37.91;37.9115086894973;0;0;"Volba pro mìsto"
20021025;48;1;80;"Konstantin";"Korovin";"";"";57;"historik umìní";"Kostelec nad Orlicí";576361;99;80;"A";1353;5.78;5.78131008845019;0;0;0;0;0;0;0;"Nezávislí kandidáti"
20021025;48;2;7;"Ivan";"Pøikryl";"JUDr.";"";53;"pøedseda SÈMBD";"Praha 9";500216;99;7;"A";2394;10.22;10.2294577618254;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
20021025;48;3;53;"Miroslava";"Nìmcová";"Mgr.";"";59;"místostarostka";"Rychnov nad Knìnou";576069;53;53;"A";4189;17.89;17.89941460496517;0;0;0;0;0;0;0;"Obèanská demokratická strana"
20021025;48;4;47;"Jan";"Langr";"Mgr.";"";60;"uèitel";"Rychnov nad Knìnou";576069;99;47;"A";3848;16.44;16.44233645259154;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;48;5;1;"František";"Bartoš";"MVDr.";"";49;"senátor";"Rychnov nad Knìnou";576069;1;1;"A";6110;26.1;26.10776396188522;2;0;11781;36.01;36.01650871293182;0;0;"Køesan.a demokrat.unie-Èeskosl.strana lidová"
20021025;48;6;129;"Václava";"Domšová";"Ing.";"";45;"starostka obce";"Deštné v Orlic.hor.";576247;99;129;"A";4756;20.32;20.32218091697645;2;0;20929;63.98;63.98349128706817;1;0;"Sdruení nezávislıch"
20021025;48;7;113;"Petr";"Vanèura";"";"";53;"øeditel obè.sdruení";"Javornice";576336;99;113;"A";753;3.21;3.21753621330598;0;0;0;0;0;0;0;"Volba pro mìsto"
20021025;48;8;308;"Boena";"Duchoòová";"";"";58;"kadeønice v dùchodu";"Plzeò";2;99;128;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;51;1;53;"Miroslav";"Sedlaøík";"Ing.";"";56;"OSVÈ";"Doubravník";595551;53;53;"A";2657;8.98;8.98941029197821;0;0;0;0;0;0;0;"Obèanská demokratická strana"
20021025;51;2;1;"Jiøí";"Šenkıø";"Ing.";"";50;"senátor";"ïár nad Sázavou";595209;1;1;"A";6393;21.62;21.62939405217038;0;0;0;0;0;0;0;"Køesan.a demokrat.unie-Èeskosl.strana lidová"
20021025;51;3;129;"Josef";"Novotnı";"Ing.";"";50;"starosta mìsta";"Bystøice nad Pernšt.";595411;129;129;"A";10201;34.51;34.51297492979666;2;0;24167;61.06;61.06787284580785;1;0;"Sdruení nezávislıch"
20021025;51;4;80;"Jan";"Døínek";"";"";58;"øeditel OP HVP";"ïár nad Sázavou";595209;99;80;"A";6458;21.84;21.84930811652062;2;0;15407;38.93;38.93212715419214;0;0;"Nezávislí kandidáti"
20021025;51;5;47;"Alois";"Koukola";"Ing.";"CSc.";57;"strojní inenır";"Velká Bíteš";596973;99;47;"A";3848;13.01;13.01891260953412;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;51;6;308;"Vladimír";"Klimeš";"";"";57;"drogista";"Námìš nad Oslavou";591211;99;128;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;54;1;47;"Ludvík";"Hekrle";"Ing.";"";61;"dùchodce";"Znojmo";593711;47;47;"A";3370;10.07;10.0774498370264;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;54;2;24;"Jaromír";"Morávek";"Ing.";"";53;"jednatel vl. spoleè.";"Branišovice";593834;24;24;"A";480;1.43;1.43536377500672;0;0;0;0;0;0;0;"Konzervativní strana ÈR"
20021025;54;3;7;"Oldøich";"Kraipl";"MUDr.";"";65;"primáø oèního odd.";"Znojmo";593711;7;7;"A";2837;8.48;8.48359797852935;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
20021025;54;4;1;"Milan";"Špaèek";"MUDr.";"";50;"senátor";"Znojmo";593711;1;1;"A";6106;18.25;18.25902335456475;0;0;0;0;0;0;0;"Køesan.a demokrat.unie-Èeskosl.strana lidová"
20021025;54;5;308;"Zdenìk";"Obhlídal";"";"";49;"hudební producent";"Jihlava";586846;137;128;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;54;6;80;"Rùena";"Šalomonová";"Mgr.";"";48;"uèitelka ZŠ";"Znojmo";593711;99;80;"A";2524;7.54;7.54762118357704;0;0;0;0;0;0;0;"Nezávislí kandidáti"
20021025;54;7;88;"Vladimír";"eleznı";"PhDr.";"";57;"øeditel televize";"Praha";1;99;88;"A";16997;50.82;50.82682934122783;1;0;0;0;0;0;0;"NEZÁVISLÍ"
20021025;54;8;80;"Jiøí";"Moravec";"Mgr.";"";45;"øeditel a.s.";"Znojmo";593711;47;80;"A";1127;3.37;3.37011453006788;0;0;0;0;0;0;0;"Nezávislí kandidáti"
20021025;57;1;129;"František";"Kopeckı";"";"";53;"starosta obce";"Tvaroná";584037;99;129;"A";2032;7.7;7.70894191737167;0;0;0;0;0;0;0;"Sdruení nezávislıch"
20021025;57;2;53;"František";"Pejøil";"";"";55;"starosta";"Mokrá-Horákov";583405;53;53;"A";4576;17.36;17.36029439660078;0;0;0;0;0;0;0;"Obèanská demokratická strana"
20021025;57;3;308;"Pavel";"Køivánek";"";"";46;"fotograf";"Plzeò";2;128;128;"E";0;0;0;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
20021025;57;4;47;"Zdenìk";"Koudelka";"Ing. arch.";"";46;"zástupce starosty";"Buèovice";592943;47;47;"A";4771;18.1;18.1000796691832;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;57;5;1;"František";"Adamec";"MUDr.";"";51;"místostarosta";"Vyškov";592889;1;1;"A";7816;29.65;29.65211123335483;2;0;16434;48.39;48.39507627068731;0;0;"Køesan.a demokrat.unie-Èeskosl.strana lidová"
20021025;57;6;13;"Ignác";"Hoza";"Prof. Ing.";"CSc.";60;"rektor VVŠPV Vyškov";"Vyškov";592889;99;13;"A";1288;4.88;4.88637656967259;0;0;0;0;0;0;0;"Obèanská demokratická aliance"
20021025;57;7;7;"Ivo";"Bárek";"Ing.";"";40;"pøednosta okr. úøadu";"Vyškov";592889;99;7;"A";5876;22.29;22.29219621381691;2;0;17524;51.6;51.60492372931268;1;0;"Èeská strana sociálnì demokratická"
20021025;60;1;7;"Dominik";"Šulc";"";"";62;"I.místostarosta";"Brno";3;7;7;"A";4362;13.96;13.96242117729906;0;0;0;0;0;0;0;"Èeská strana sociálnì demokratická"
20021025;60;2;101;"Ladislav";"Vašíèek";"Ing.";"";87;"básník a spisovatel";"Brno";3;99;101;"A";117;.37;.37450785826317;0;0;0;0;0;0;0;"Strana venkova - spojené obèanské síly"
20021025;60;3;138;"Jiøí";"Zlatuška";"prof. RNDr.";"CSc.";45;"rektor MU Brno";"Brno";3;99;138;"A";7592;24.3;24.30139880285522;2;0;20069;57.85;57.8540747787483;1;0;"Liberální reformní strana"
20021025;60;4;47;"Helena";"Sıkorová";"JUDr.";"";47;"sekretáøka";"Brno";3;47;47;"A";4092;13.09;13.0981722736148;0;0;0;0;0;0;0;"Komunistická strana Èech a Moravy"
20021025;60;5;53;"Ivan";"Kopeènı";"Ing.";"";54;"starosta";"Brno";3;53;53;"A";8299;26.56;26.56445056176178;2;0;14620;42.14;42.14592522125169;0;0;"Obèanská demokratická strana"
20021025;60;6;132;"Vladimír";"Baïura";"";"";60;"podnikatel";"Neslovice";583481;99;132;"A";460;1.47;1.47242405812874;0;0;0;0;0;0;0;"Aktiv nezávislıch obèanù"
20021025;60;7;308;"Jiøina";"Suchá";"";"";48;"ekonomka";"Brno";3;99;128;"A";1371;4.38;4.38846387759674;0;0;0;0;0;0;0;"Váš hlas...plat našich senátorù pùjde na zdravotn."
